course_code,course_title,credit_hours,course_desc,pre-requisite,course_objectives,course_outcomes
TM105,Introduction to Programming,4,"This module is an introductory level programming module and it is meant to provide basic foundation in computer programming to students. Students will learn how to develop solutions (algorithms) using pseudocode to solve simple problems. Thereafter, they will learn how to implement these solutions using a programming language (Java). This module serves as foundation for second level programming modules.",,"The module aims to:Introduce the technique of solving simple problems using pseudocode.Introduce Java programming via writing, compiling and executing simple programs.Present how to store and deal with data including variables, constants, and expressions.Cover deeply the concepts of program control structure and illustrate each concept with a diagrammatic notation using UML.Present how these concepts are implemented in Java.Introduce the concept of modularization and how to write Java methods.Present how to deal with basic data structures like strings, arrays and two dimensional arrays.","A. Knowledge and understandingAfter studying the module,the student will be able to:Understanding of the design and programming processesKnowledge of the main constructs and mechanisms in programming using Java language.Understanding of the techniques used in developing a medium Java application.Understanding of the basic data structures like strings, arrays and two dimensional arrays.B. Cognitive skillsAfter studying the module,the student should be able to:Describe and apply key concepts and techniques in software design and development.Analyse and abstract away from the details of a problem.Design and formulate an appropriate solution to a problem and evaluate it.Deal professionally with the basic data structures.C. Practical and professional skillsAfter studying the module,the student should be able to:Create, develop and trace Java programs.Use software tools such as a Java IDE and an On-line Java compiler.Use appropriate programming skills.Traverse data in the basic data structures in a professional way.D. Key transferable skillsAfter studying the module,the student should be able to:Find information from a range of sources to support a task.Plan medium tasks.Use Java libraries.Use appropriate numerical, mathematical and abstraction skills."
TM111,Introduction to Computing and Information Technology 1,8,"This is an introductory level 1 module, which provides students with a broad introduction to Computing and Information Technology concepts, principles and theories.",,Help students to develop their understanding about the significant role of computers in our lives.Explore some processes by which sound and images in the real world are captured and stored and may be shared with peers and the wider world through social networking sites.Introduce students to algorithmic thinking and problem-solving skills using examples from everyday life.Enhance student's knowledge about implementing solutions to simple problems in a visual programming.Introduce students to the key concepts and technologies underpinning the communication networks.Prepare the student for further academic study by helping him develop his study skills.,"A. Knowledge and understandingUnderstand the fundamental principles, concepts and techniques underlying Computing and IT.Explore various situations in which Computing and IT systems are used, the ways in which people interact with them, and the possibilities and limitations of such systemsBe aware of the ethical, social and legal issues that can be associated with the development and deployment of Computing & IT systems.Demonstrate an understanding of algorithmic thinking and problem-solving skills using examples from everyday life.Understand the general principles, roles of various components, and the challenges involved in sending data across communication networks.Know how to find, rank and reference information; how to build your information literacy skills and how to interpret data in different forms.B. Cognitive skillsEvaluate key computing and IT concepts in a range of contexts.Apply appropriate techniques and tools for abstracting, modelling, problem solving, designing and testing computing and IT systems.Compare, contrast, critically analyze and refine specifications and implementations of software systems and/or simple hardware systems.Identify situations in which different network technologies may be used.C. Practical and professional skillsCommunicate information, arguments, ideas and issues clearly and in appropriate ways, bearing in mind the audience for and the purpose of your communication.Use appropriate numerical and mathematical skills to carry out calculations and analyze data.Work independently, planning, monitoring, reflecting on and improving your own learningDemonstrate study skills at a level appropriate to higher education, such as study planning, learning from feedback and reading activelyD Key transferable skillsEvaluate computing and IT systems, using appropriate simulation and modelling tools where appropriateUse a range of resources to help you develop as an independent learner.Use information literacy skills, computers and software packages appropriate to the workplace.Communicate appropriately with your tutor and other students using email, online conferences and forums."
TM112,Introduction to Computing and Information Technology 2,8,This module will further develop and extend the skills and knowledge that students will have built up by studying its partner module TM111. The overall focus of TM112 is on developing the students’ problem solving skills.,,"Help students to practice the use of computing and information technologies to solve problems.Explore a variety of information technologies, from basic computer architecture, cloud computing, mobile/wireless and location-based computing Introduces the students to algorithmic thinking and problem-solving skills using examples from everyday life.Enhance student's knowledge about implementing solutions to simple problems in a visual programming.Focus on how to examine computing and information technology problems and solutions in their real-world context, with a focus on information securityDevelop numeracy skills (including algebra) in the context of information technologies and programming activitiesPrepare the student for further academic study by helping him develop his study skills","A. Knowledge and understandingUnderstand the fundamental principles, concepts and techniques underlying Computing and IT.Identify a range of models to support the analysis and design of Computing and IT systemsKnow how to implement solutions to simple problems using Python programming language.Be aware of the of the range of situations in which Computing and IT systems are used, the ways in which people interact with them, and the possibilities and limitations of such systemsUnderstand the ethical, social and legal issues that can be associated with the development and deployment of Computing & IT systemsDescribe major trends in Computing and IT and of the implications of these trendsB. Cognitive skillsEvaluate key computing and IT concepts in a range of contexts.Apply appropriate techniques and tools for abstracting, modelling, problem solving, designing and testing computing and IT systems.Compare, contrast, critically analyze and refine specifications and implementations of software systems and/or simple hardware systems.Carry out a project in computing and IT that applies and extends student's knowledge and understanding, and critically reflect on the processes involved and the outcomes of student's work.C. Practical and professional skillsCommunicate information, arguments, ideas and issues clearly and in appropriate ways, bearing in mind the audience for and the purpose of your communication.Use appropriate numerical and mathematical skills to carry out calculations and analyze data.Work independently, planning, monitoring, reflecting on and improving your own learningDemonstrate study skills at a level appropriate to higher education, such as study planning, learning from feedback and reading activelyD. Key transferable skillsEvaluate computing and IT systems, using appropriate simulation and modelling tools where appropriateUse a range of resources to help you develop as an independent learner.Use information literacy skills, computers and software packages appropriate to the workplace.Communicate appropriately with your tutor and other students using email, online conferences and forums."
TM240,Computer Graphics and Multimedia,4,"This module targets to cope with the current advances in computer graphics and multimedia and providing clear and concise explanations of the basic concepts of computer graphics and multimedia. This module is expected to enable students to gain understanding of basics of modelling, viewing, animation principles in both 2D and 3D and the impact of such topics on modern multimedia aspects.",,"Introduce all aspects of the hardware and software components of computer graphics.Provide Knowledge to perform 2D and 3D geometric transformations.Describe the algorithms for projection, viewing and clipping of graphs.Identify how to graphics software and hardware.Provide Knowledge to evaluate the performance of graphics systems.","A. Knowledge and understandingUpon completing this module,student should be able to:Describe the basic principles of computer graphics.Explain the different operations in graphics systems such as transformations, projects, views, texturing, lighting, shading, animation and clipping.Select the suitable hardware and software of a graphics system for a specific application.Explain graphics algorithms.Develop graphics applications in Java.B. Cognitive skillsUpon completing this module,student should be able to:Evaluate graphics hardware and software.Compare the different computer graphics applications.Select the suitable graphics hardware for different applications.Evaluate 3D modelling techniques.C. Practical and professional skillsUpon completing this module,student should be able to:Develop graphics applications using advanced APIsApply computer graphics concepts and techniques to develop graphics and visualization applicationsModel 3D objects.D. Key transferable skillsUpon completing this module,student should be able to:Effectively communicate oral and written.Work in a team.Effectively manage resources and time."
TM260,"Security, ethics and privacy in IT and Computing",4,"The ITC specialists must conduct ethically by adhering to the ITC code of conduct  and understand the social, professional and legal context of IT and computing,",,"The module aims to: increase students awareness of the ethical, professional and legal issues of IT and computing and the responsible use of ITC.Upon the successful completion of this module students will be able to:Consider the ethical issues related to ITC systems.Act ethically while making any profession related decisions.Apply all legal principles to intellectual property and ITC related situation.understand the emerging issues related to ethics in cyberspaceDevelop a sound methodology in resolving ethical conflicts and crisis.Understand the social and ethical issues in the professional practice of computing and technology and their impact on the society..Look up relevant ethical standards as developed by the ACM.State several examples of important ethical principles as they apply to computer science related situations.Identify the ethical issues that relate to computer science in real situations they may encounter and decide whether a given action is ethical as regards computer science professional ethics, and justify that decision.Research and write a professional-quality paper about a topic relating to social, legal, and ethical implications of computer science.","A. Knowledge and understandingAfter completing this module, students will be able to:Understand how ITC could raise social issues and ethical dilemmasUnderstand the historical background of some social, legal, philosophical, political, constitutional and economical issues related to ITCDescribe current social and legal developments related to computers and computer crimeRecognize the existence of computer abuse cases , laws pertaining to themAppreciate the value of technology and identify the ethical and moral situations that must be faced and dealt with.Deepen their understanding of technology and its effects on society.B. Cognitive skillsAfter completing this module, students will be able to:Evaluate the legal and professional impact of ITC in real life contextsAnalyse the effect of ethical issues on IT industry and societyC. Practical and professional skillsAfter completing this module, students will be able to:Effectively identify and analyze professional and legal issues;Promote an ethics of computing in practice;Resolve dilemmas related to ethical, professional and legal ITC issuesD. Key transferable skillsAfter completing this module, students will be able to:Communicate effectively in writing about ethical, legal and professional issues in the ITC contextBecome an independent learner."
TM287,Web Applications Development,3,"This module provides key skills in using JavaScript/AJAX, PHP, and MySQL through demonstrating the vast possibilities they offer in developing robust code that complies with all modern web browsers. The module clarifies the roles of each of the client vs the server in web development and the importance of being able to have asynchronous calls and information exchange with focus on developing Web 2.0 applications.",,"The module aims to:Provide students with a full understanding the main components of web applications.Introduce key technologies used for building dynamic web 2.0 applications (JavaScript/AJAX, PHP, and MySQL).Emphasize the importance of using client-side technology (AJAX) to create asynchronous web applications.Prepare the students for further academic study.","A. Knowledge and understandingAfter studying this module, the student will be able to:Provide a solid understanding of how JavaScript is written and the possibilities it offers.Develop the understanding to use JavaScript to improve the user experience.Appreciate the importance of data validation before processing it.Demonstrate how to use AJAX to post data to servers and process the feedback of the server.Construct interactive web applications that integrate client-side and server-side programming using AJAX and PHP.Learn the basics of MySQL and how to create tables to store, update and retrieve data that can be presented to the user using web technologies.Use PHP on the server side to communicate with MySQL and generate dynamic content for the web.Assess basic issues related to web design and how to improve the style of the generated web content.Be able to combine all the technologies presented (JavaScript/AJAX, PHP, MySQL) into a single project that integrates all the components into one fully functional interactive web application.B. Cognitive skillsAfter studying this module, the student will be able to:Evaluate websites based on the technologies they employ.Analyse the performance of web applications.Describe the importance of data validation specifically at the user-interface level of a computer system.Describe the roles of each of the client and the server as used for web applications.Design and build an appropriate system as a solution to data-centric problems.C. Practical and professional skillsAfter studying this module, the student will be able to:Develop robust and compact code that runs reliably in all modern Web browsers.Develop the major components required for building modern web applications.Demonstrate proficiency in applying the acquired programming skills to develop complex systems.Develop simple user interfaces that collect data from the user to be validated and processed by computer systems.D. Key transferable skillsAfter studying this module, the student will be able to:Find, select and use information from a range of resources to support a specific task.Develop and improve previously learnt programing skills to solve more complex tasks.Plan and produce a modern system to satisfy the user needs whilst making sure to provide good stability and performance.Plan and manage effort and progress whilst undertaking a substantial project."
TM290,Cryptography and Internet Security,3,"Nowadays, people shop online, work online, play online. As our lives become increasingly dependent on digital services, the need arises to protect our personal information from being maliciously intercepted, disrupted, or misused.",,"The aims and objectives of this module are to:Define the threats to network security, and describe the differences between them.Describe encryption techniques, including symmetric and asymmetric encryption methods.Explain the most widely used encryption algorithms and standards, with focus on internet security.Allow students to perform independent research in the area and to critically read and analyse third party material.","A. Knowledge and understandingUpon completing this module, students will be able to:Describe the operation of symmetric ciphersDefine and explain the differences between different encryption algorithms and standardsDescribe the operation of asymmetric ciphersAnalyse and compare the performance of different encryption methodsDesign and implement simple encryption algorithmsDefine the most common threats to internet security, explain their operation, and discuss their differencesDescribe the protocols and countermeasures used for protecting internet trafficB. Cognitive skillsUpon completing this module, students will be able to:Recognise the threats to online securityRead, evaluate, and critically review technical documents and extract useful information from these documents on topics related to cryptography and internet securityC. Practical and professional skillsUpon completing this module, students will be able to:Use the studied concepts to analyse and assess the efficiency of different encryption standardsIdentify the threats to internet security and take appropriate countermeasuresD. Key transferable skillsUpon completing this module, students will be able to:Demonstrate independent self-learning capabilities in order to tackle more advanced topics and remain up-to-date in the field of cryptography and internet securityEmploy your technical writing skills on topics related to cryptography and internet security"
TM291,Management Information System,3,"This module introduces the use and relevance of information systems to managers and enterprises. Rather than providing an in depth technological treatment of information systems, this module prepares students as future managers to assess the impact of information systems on a particular enterprise. This module also introduces students to a range of skills required to manage information systems projects. It explores current Information Systems concepts and technologies. Students learn how information systems give a business or organization a competitive edge by providing technologies that help managers to plan, control and make decisions.",,"Aspects of business that were once seen in isolation – the people, organisation, process, information and technology – are now expected to operate as part of a seamless whole, both within and across enterprises. Information systems managers are responsible for delivering this seamless integration efficiency. This module aims to:1. Explain basic concepts for IT/IS management2. Discuss organizational, business and strategic issues surrounding IT/IS, and3. Analyse and evaluate uses of strategic IT/IS in practice.","A. Knowledge and understandingUpon completing this module, students should be able to:Define information, strategy and customer-facing (user-centred) design theories.Compare the impact of different types of information technologies and systems in the enterprise and competitive environment.Select information systems as a basis for sustainable competitive advantage.Identify the issues that must be addressed in managing information systems projects and processes across various boundaries (organisational, cultural, legal and geographical).Describe the life cycle methodologies and methods involved in developing and managing information systems in a global competitive environment.B. Cognitive skillsUpon completing this module, students should be able to:Demonstrate a conceptual grasp of information, strategy and user-centred (customer-facing) design theories.Distinguish between different types of information systems and recognise enterprise-wide, innovative methods of reducing costs and improving service through management information systems.Compare and contrast the implications on the efficiency and effectiveness of different IT competitive strategies and their sustainability in the long term.C. Practical and professional skillsUpon completing this module, students should be able to:Reflect, analyse and interpret information on contemporary information systems management issues.Debate controversial issues relating to information systems deployment in organisationsD. Key transferable skillsUpon completing this module, students should be able to:Develop skills to effectively participate in a group.Synthesise data and use application of concepts from other modules.Improve case analysis skills."
TM295,System Modelling,3,"System modelling is used as an essential part of the software development process; it also referred to as software modelling in this context. Models are built and analysed prior to the implementation of the system, and are used to direct the subsequent implementation. Modelling can be defined as considering the system from different views (or perspectives) in order to provide a better understanding of it. These views include (among others) requirements models, static models, and dynamic models of the software system. These different views can be further developed, understood, and communicated through the use of graphical modelling languages such as the Unified Modelling Language (UML). The module focuses on how to use adequate models to express software at all levels of development; from the initial specification to implementation, with a special attention paid to UML.",,This module aims to introduce students to the software development process in general with emphasis on the software modelling and analysis phase. The unified modelling language is used throughout the module to illustrate the different models.,"A. Knowledge and understandingUpon completing this module, students will be able to:Describe the software engineering lifecycle and in particular the role of analysis and design phase in the lifecycleDiscuss the different software lifecycle models including (e.g., waterfall, agile)Define the requirements elicitation and structuringExplain how to use the UML models to develop and document software analysis and design artefacts.B. Cognitive skillsUpon completing this module, students will be able to:Specify, analyse and organise requirements for a software productModel, analyse and validate software requirements using UML and set-theoretic notationsApply appropriate UML design patterns and notations to the design of components of a productC. Practical and professional skillsUpon completing this module, students will be able to:Apply an appropriate software engineering process and tools to the task of structuring, modelling and validating requirements for a software productWork independently, planning, monitoring, reflecting on and improving your own learning and working practiceswork in a group, communicating computing ideas effectively in speech and in writingFind, assess and apply information from a variety of sources, using information technology where necessary, in a number of assignments, including at least one significant piece of workD. Key transferable skillsUpon completing this module, students will be able to:Design software systemsUse modern software tools, both within and outside your workplaceCommunicate effectively about software modelling and designBe able to learn independently from third-party materials, in order to keep up to date in software engineering in general and software modelling in particular"
TM297,Compression Methods for Multimedia,3,"Data compression aims at finding new ways of representing data so that it takes very little storage, while still being able to reconstruct the original data from the compressed version. Compression is applied namely when storage space is at a premium or when data needs to be transmitted and bandwidth is at a premium (which always is the case). The most important thing about compression is that it is not ``one size fits all'' approach: essentially, compression aims at specifying the characteristics of the data that needs to be compressed (mainly looking for patterns to be explored in order to achieve compact data representation). This module defines a variety of data modeling and representation techniques, which is at the heart of compression. Recently, the convergence in the field of communications, computing and entertainment industries enabled data compression to be a part of everyday life (e.g. MP3, DVD and Digital TV) and has created a number of exciting new opportunities for new applications of compression technologies.",,"The aims of this module are to illustrate methods for handling and compressing different kinds of data, such as text, images, audio and video data and show data compression techniques for multimedia and other applications, especially the once used in the Internet.After finishing successfully this Module you should be able to:Compute basic statistics of data.Apply nontrivial algorithms to real-world problems.Outline the principles of data compression.Discover different compression methods for text, image, audio, and video data.Extend different compression methods and their applications in different aspects of computing.","A. Knowledge and understandingUpon completing this module, students will be able to:Develop a well-founded knowledge in the field of study.Relate other disciplines to the field of study.Develop an international perspective on the field of study.B. Cognitive skillsUpon completing this module, students will be able to:Analyse and explore information and ideas and to convey those ideas clearly and fluently, in both written and spoken forms.Experiment effectively with others in order to work towards a common outcome.Select and make use of appropriate level, style and means of communication.Experiment appropriately with information and communication technologies.C. Practical and professional skillsUpon completing this module, students will be able to:Apply different compression methods for text, image, audio, and video dataExamine nontrivial algorithms to real-world problemsExtend different compression methods and their applications in different aspects of computing.D. Key transferable skillsUpon completing this module, students will be able to:Analyse and conclude independently.Develop ideas and adapt innovatively to changing environments.Identify problems constructs solutions, innovate and improve current practices"
TM298,Operating Systems,4,The study of Operating Systems is essential since these are an integral part of modern IT systems. This is an introductory level module which introduces students to fundamental concepts of a variety of operating systems.,,"Provide students extensive knowledge on OS in general, OS principles and modules and how their internals work and functions.Provide key mechanisms in design of operating systems modules.Introduce students to definitions of the Operating Systems such as OS control all of a computer's resources and present users with the equivalent of virtual machines that are easier to program than their underlying hardware.Teach core operating systems concepts including operating system structure, process management, synchronization and concurrency, threads, memory management techniques, process scheduling and resource management, virtual memory concepts, deadlocks.Give an overview of fundamental operating system principles, complemented with discussions of concrete modern systems to help students understand how these principles are applied in real OSs.Enable students to compare performance of processor scheduling algorithms.Teach students to produce algorithmic solutions to process synchronization problems.Provide students with a good grasp of basic abstractions employed in system-level software (such as processes, threads, virtual memory, caching, etc.),Teach students to use modern operating system calls such as Linux process and synchronization libraries.Develop a sense in understand designing and implementing systems and working as part of a team.","A. Knowledge and understandingAfter completing this module, students will be able to:Identify and learn what operating systems are, what they do.Describe How the Operating System are designed and constructed.Show what the common features of an operating system are.Explain what an operating system does for the user, and what it does for the computer-system operator.B. Cognitive skillsAfter completing this module, students will be able to:Analyze the operating system design, constructor, building, internal works, usage variety, operations, and functions.Demonstrate the basis for future work in other areas of OS: hacking Linux, i.e. contribute to the Open source OS, security and so onC. Practical and professional skillsAfter completing this module, students will be able to:Implement the design simple of Operating System structures.Demonstrate basic skills to enable you to progress to more advanced level studies at the AOU or any other university.D. Key transferable skillsAfter completing this module, students will be able to:Demonstrate study skills at a level appropriate to higher education, such as timetabling study; read critically for meaning and take effective notes; and use study aids such as dictionaries and glossaries;Identify and distinguish between number of concepts that inform the Operating system structure components.Communicate appropriately with your tutor and other students using email, online conferences and forums;Locate information on a given subject from the World Wide Web."
TM351,Data management and analysis,8,"Data management and analysis (TM351) – an overview of the concepts, techniques, and tools of modern data management and analysis. The requirements of data management continually evolve.  Recently those requirements have surpassed the capabilities of traditional data management.  So, in order to better prepare our graduates for the new demands of the job market, it is necessary to address both the traditional concepts of data management as well as the increasingly important area of data analytics.",,"This module aims to address some of the key concepts required for the traditionally important area of data management, and the increasingly important area of data analytics. The module will compare traditional relational databases with an alternate model (a NoSQL database), and will enable students to choose between the alternatives to select an appropriate means of storing and managing data, depending on the size and structure of a particular dataset and the use to which that data will be put. Students will be introduced to preliminary techniques in data analysis, starting from the position that data is used to answer a question, and introduced to a range of data visualisation and visual analysis techniques that will instil an understanding of how to start exploring a new data set.To ensure that students are comfortable with handling datasets, they will explore a range of openly licensed real-world datasets (either downloaded from their host websites, or provided as snapshots) to illustrate the key concepts in the course. Sources such as data.gov.uk, the World Bank, and a range of other national and international agencies will be used to provide appropriate data. The module will aim to divide approximately equally between issues in data management (technical and socio-legal issues in storing and maintaining datasets), and issues in data analytics (using data to answer questions). Students are not expected to have a background in statistics, but should be comfortable working with mathematical concepts and will need to be competent programmers.The module will be framed around a narrative that looks at how to manage and extract value and insight from a range of increasingly large data collections. At each stage, a comparison will be drawn between different ways of representing the data (for example, using different sorts of charts or geographical mapping techniques), and limitations of the mechanisms presented. To enable students to get a feel for the use of data, each stage will also include an overview of some data analysis techniques, including summary reporting and exploratory data visualisation. The module will be driven by Richard Hamming's famous quote: The purpose of computing is insight, not numbers.Some of the key ideas are:Introducing data analysis. Starting with a text based data file such as comma separated variable (CSV) document, this unit will provide a brief introduction to some basic operations on simple data files. This will give an opportunity to provide an outline of the key ideas in the module, to ensure that the students have installed the module software correctly, and to begin to familiarise themselves with that software.Concepts in data management. The module will look at three key areas in data management: data architectures and data access (CRUD), data integrity, and transaction management (ACID). Each of these will be illustrated using a relational database, and one non-relational alternative, and the advantages and limitations of each model discussed.Legal and ethical issues. The module will consider the legal and ethical issues involved in managing data collections. Students will be required to obtain and read (parts of) the Data Protection Act and the Freedom of Information Act, and demonstrate how these apply to issues in data management. They will also consider privacy, ownership, intellectual property and licensing issues in data collection, management, retrieval and reuse.Concepts in data analytics. These sections will focus on using data to answer a real question; the focus will be on exploratory techniques (such as visualisation) and formulating a question into a form which can realistically be answered using the data that is available. Issues in processing techniques for large and real-time streamed data collections will also be addressed along with techniques and technologies (such as mapreduce) for handling them. This part will use a statistical package such as the python scientific libraries and/or ggplot to visualise the data and carry out appropriate analyses. It is not anticipated that students will need to understand statistical methods in depth.","A. Knowledge and understandingUpon completing this course, students will be able to:Discuss and describe the similarities and differences between at least two different database models, and how they are used to manage data collections.Identify and explain the legal issues surrounding data collection, usage and retention.Explain the stages and process of database designB. Cognitive skillsUpon completing this course, students will be able to:Select an appropriate database model for a data collection.Use data to answer a practical question.Analyse a simple scenario to produce a conceptual model.C. Practical and professional skillsUpon completing this course, students will be able to:Use a query language to extract information from a database.Use a statistical package to explore a data setPresent an analysis of a dataset to a variety of audiences.D. Key transferable skillsUpon completing this course, students will be able to:Write a report detailing a systematic approach to analysing a data set.Gain Active listening to the stakeholders regarding their data analysis needsCommunicate the results of data analysis to stakeholders at appropriate level"
TM352,"Web, mobile and cloud technologies",8,"Cloud computing and mobile technologies offer new possibilities for the production and distribution of IT applications and services. Rapid, elastic and scalable provisioning of IT resources allows organisations to be more innovative, agile and cost effective. In our personal lives, cloud and mobile technologies allow us to store, access and share information online. Storing and processing information with no clear physical location or legal authority raises important concerns around governance and security. In this module students will learn about the technical and social aspects of cloud computing and mobile technologies, and they will gain hands-on experience of these technologies.",,Provide knowledge to students about foundations of the internet and the mechanisms of web services and applications provisioning.Teach students about the cloud model and the associated resources of a cloud infrastructure.Impart knowledge to students about the business case for cloud and the different ways to distributing the cloud infrastructure.Create awareness in students concerning the various challenges involved in mobile application development and the combined use of mobile technology and cloud technology.Enable students to develop and deploy web services to an application server and perform exploration of toolkits for developing mobile applications.,"A. Knowledge and understandingKnowledge and understanding of:The different approaches to providing network applications and services including the architectures and protocols involved.The security and legal issues related to the adoption and use of cloud services, data and applications.The risks and benefits of adopting cloud and mobile technology for a range of business models.B. Cognitive skillsUpon completing this module, students will be able to:Analyse and critique an organisation's approach to IT infrastructure and delivery of applications and services.Design an effective approach to IT infrastructure for an organisation utilising cloud technology appropriately.Create prototypes of cloud services and mobile applications.C. Practical and professional skillsUpon completing this module, students will be able to:Implement IT solutions to address legal, ethical and security issues related to cloud based resources and access to data, applications and services.Deploy, demonstrate and utilise a cloud infrastructureCreate a mobile application and adapt this to utilise cloud based resources.D. Key transferable skillsUpon completing this module, students will be able to:Research and analyse an organisation's IT infrastructure and identify opportunities for cloud technology adoption.Plan and produce a structured technical report detailing an approach for an organisation which is adopting cloud and mobile technologies.Produce a presentation to convey the means, risks and benefits for an organisation to adopt cloud and mobile technologies"
TM354,Software Engineering,8,"Software engineering (TM354) – the intellectual tools needed to design, build, and test software systems. This module aims to provide you with an understanding of software engineering concepts and a view of practical software development. It follows a disciplined approach to the development of software systems to meet specified requirements. You will become familiar with a wide range of techniques to support the dialogue between software engineers and an organisation’s stakeholders, and the work of the developers. You will also develop a good understanding of the different approaches to, and practices of, software development, including those followed by agile methods.",,To understand the business domain for a problem requiring a software solution or a change to an existing solutionTo acquire the tools and knowledge to analyse and design such a solution or changeTo understand how any chosen software architecture will impact on the satisfaction of all users requirements and expectationsTo apply and reuse design expertise from a set of design patternsTo develop the skills for testing outputs of all activities throughout the development process.,"A. Knowledge and understandingUpon completing this module, students will be able to:Understand concepts of software development and maintenance, specialising in such topics as Web and Internet design and programming, advanced database techniques or human computer interactionAcquire the methods and tools used to develop a range of software systemsIdentify a range of situations in which computer systems are used, the ways in which people interact with them, and the ethical, social and legal problems that computer software can create.B. Cognitive skillsUpon completing this module, students will be able to:Explain advanced software development concepts and apply them to practical problems, including in an extended piece of workAnalyse problems, and design and evaluate realistic solutions to themCompare and contrast a variety of computing methods and tools, identifying the best choices to apply to specific problemsExplain the various roles, functions and interactions of members of a software development team.C. Practical and professional skillsUpon completing this module, students will be able to:Work independently, planning, monitoring, reflecting on and improving your own learning and working practicesWork in a group, communicating computing ideas effectively in speech and in writingFind, assess and apply information from a variety of sources, using information technology where necessary, in a number of assignments, including at least one significant piece of workUse numerical and analytical techniques confidently to solve complex problems.D. Key transferable skillsUpon completing this module, students will be able to:Design, program, test and evaluate software systemsUse modern software tools, both within and outside your workplaceIdentify and handle the ethical, social and legal issues that may arise during software development and use."
TM355,Communications Technology,8,"Communications technology (TM355) – looks at the underlying technologies of modern electronic communications, such as mobile data and telephony, broadband, Wi-Fi, and optical fiber. Electronic communication is ubiquitous in homes, offices and urban environments. This module gives students an insight into these and other questions, by looking at the fundamental principles of communications technologies. Through these principles students will gain an insight into the possibilities and constraints of modern communications technology. This module complements other modules relating to networking (e.g., T215A/B, T216A/B and T316).",,"TM355 is framed fairly precisely by its areas of interest: layers 1 and 2 of the OSI seven-layer model, that is the Physical Layer (layer 1) and the Data Link Layer (layer 2); and the three access technologies of optical fibre, DSL broadband and wireless.Within this framing, TM355 is concerned to reveal and explore commonalities that cut across these technologies, such as Shannon's law, multiple access (which increasingly means orthogonal frequency division multiple access, or OFDMA), modulation techniques (in the digital world, almost synonymous with quadrature amplitude modulation, or QAM), error detection and correction, and coding. A thorough understanding of the principles of these common technologies will equip students to understand a range of communication technologies, and to understand their potential and limitations","A. Knowledge and understandingUpon completing this course, students will be able to:Have a sound grasp of the essential vocabulary of communications technology, be able to deploy it appropriately, and be able to explain themUnderstand the main principles and constraints of digital communications technology at the physical and data link layers, and employ them to analyse and assess communication scenarios.Understand the essential limits and trade-offs that are inherent in practical communication systemsB. Cognitive skillsUpon completing this course, students will be able to:Use relevant data related to a communication system to model its behaviour and assess performance and resource requirements.Explain how and why particular communications configurations and systems are used, discuss their potential and limitations.C. Practical and professional skillsUpon completing this course, students will be able to:Write a short report or essay discussing applications of communications technology.Be able to use third-party material critically.Be able to incorporate copyrighted material appropriatelyD Key transferable skillsUpon completing this course, students will be able to:Assess and synthesise information from a range of sources in order to offer an informed judgement on applications of communication technology.Develop your own learning skills in topics related to communications technology.Be able to learn independently from third-party materials, in order to keep up to date in communications technology."
TM356,Interaction design and user experience,8,"Interaction design and the user experience (TM356) – in this module the students will learn the importance of user-centred design, and acquire practical skills for designing the interactive products for everyday life. From apps, phones and business systems to wearables, the web and the Internet of Things, interactive products are the stuff of everyday life. But how can interactions be designed to best meet their purposes, offer good user experiences, and be easy, satisfying and enjoyable to use? How can interactions be evaluated effectively when their users, purposes and contexts of use vary so widely? In this module we take a user-centred approach through which the student will learn about the factors, techniques, tools and theories that affect interaction design and acquire practical skills that will equip the student to analyse, design, and evaluate the interactive products of everyday life. Why are some interactive products so popular? How do you create products that everybody wants? One of the fundamental things the student will learn in this module is the importance of user-centred design. In this context, this module complements the rest of Web Development modules.",,"The student will learn the value of moving away from his/her desk and 'stepping out into the world' to involve potential users in his/her early design ideas for interactive products. It is all too easy to assume that other people think, feel and behave in the same way as the designer or developer, do. It is essential to take into account the diversity among users and their different perspectives and getting their feedback will help to avoid any errors and misunderstandings that may not have thought of. Involving users in the process is vital to creating great products and makes good business sense.Through hands-on activities the student will work through the design process on a topic chosen by himself/herself (with tutor's guidance). The student will develop skills that will be important to him/her in a variety of employment settings – whether working as a developer as part of a large software development team, as a partner in a small start-up, or in some other role involved in the managing of, or decision making around interactive products that will be used by people","A. Knowledge and understandingAfter studying the module students will have knowledge and understanding of:What interaction design is about and the importance of user centred design and methods that take into account activities and tasks, context of use and user experiences;The sensory, cognitive and physical capabilities of users and how these inform the design of interactive products;The process of interaction design including requirements elicitation, prototyping, evaluation and the need for iteration.B. Cognitive skillsAfter studying the module students will be able to:Analyse and critique the design of interactive products;Select, adapt and apply suitable interaction design approaches and techniques towards the design of an interactive product;Construct prototypes for diverse purposes using appropriate materials or tools;Analyse and critique how interaction design activities have been conducted.C. Practical and professional skillsAfter studying the module students will be able to:Define a suitable programme of user involvement that treats users ethically and fairly.D. Key transferable skillsAfter studying the module students will be able to:Construct and convey an argument from a variety of sources to persuade a non-specialist audience of the importance of user-centred design when designing interactive products;Communicate effectively about requirements, design, and evaluation activities relating to interactive products;To progress your own learning independently using materials and publications from a wide variety of sources."
