course_code,course_title,credit_hours,course_desc,pre-requisite,course_objectives,course_outcomes
EL111,Communication Skills in English 1,3,"EL111 is three credit hour university requirements. It aims to develop in students the skills of listening, speaking, reading and writing in English, together with attention to function and correct use of vocabulary and grammar. The course introduces thematic topics which aim at developing critical thinking skills. In addition, learning strategies such as prior knowledge, scanning for specific information, skimming for main idea and getting meaning from context are emphasized.",EF003,​,
EL112,Communication Skills in English 2,3,"EL112 is an advanced integrated skills course which builds on knowledge gained from EL111. The course continues to develop the four communication skills of listening, speaking, reading and writing to a more advanced level. In addition, students start to write longer essays.",EL111,​​​,
EL118,Reading Comprehension,4,"This is a four-credit-hour module of one semester in length. The module aims to help students become better readers of English texts and build their vocabulary. It focuses on expanding students’ reading skills and vocabulary use so that they can cope with different academic, professional and social situations effectively. The course applies the Interactive Reading model where reading is an active process in which readers draw upon top-down processing (bringing meaning to the text), as well as bottom-up processing (decoding words and other details of language). The top-down aspect of this construct suggests that reading is facilitated by interesting and relevant reading materials that activate a range of knowledge in a reader's mind. This knowledge is refined and extended during the act of reading. The bottom-up aspect of this model suggests that the students need to pay attention to language proficiency, including vocabulary. As an academic reading course, it addresses the teaching of higher level reading strategies without neglecting the need for language support. In addition, it addresses both sides of the interactive model. High-interest academic readings and activities provide students with opportunities to draw upon authentic life experience in their mastery of a wide variety of reading strategies and skills, including • previewing • outlining • skimming and scanning • using context clues to clarify meaning • finding the main idea • isolating causes and effects • annotating and highlighting • categorizing • interpreting visuals • describing trends • making inferences. • understanding analogies • analysing criteria • analysing advantages and disadvantages • identifying ethics and values • synthesizing information from several sources • summarizing • evaluating generalizations The course optimizes the reciprocal relationship between reading and vocabulary. Rich vocabulary instruction and practice that targets vocabulary from the Academic Word List (AWL) provide opportunities for students to improve their language proficiency and their ability to decode and process vocabulary. The course also provides some resources to help students read with comprehension and use that knowledge to develop both a rich academic vocabulary and overall academic language proficiency, especially reading skills. The module prepares the students to write academic essays reflecting on a topic under discussion that will help them pursue their academic study throughout different core modules.",EL111,"​The module aims to provide the learners with necessary skills trough:1. Providing the students with opportunities to draw upon life experience in their mastery of a wide variety of reading strategies and skills that include previewing, scanning, using contextual clues to get the meaning, finding the main idea, summarizing and making inferences.2. Improving the students' language proficiency and the students' ability to decode and process meaning.3. Helping the students become independent learners by taking the responsibility of building their own vocabulary repertoire4. Guiding the students to notice and effectively practice new vocabulary items as they encounter them.5. Enhancing students' academic proficiency by highlighting the reciprocal relationship between reading comprehension and reflection writing.​","​A.Knowledge and understandingAt the end of the module, learners will be expected to:A1.demonstrate understanding of any given reading passages by responding correctly to its tasks and activities individually or in groups.A2.show knowledge and understanding of the learned reading strategies.A3.show recognition of the various “meanings"" of words to reach a better understanding of the context and the written word.A4.reveal awareness of appropriate language structures and vocabulary items suitable for different contexts and situations.B.Cognitive skillsAt the end of the module, learners will be expected to:B1.search for and collect specific data related to the topics under discussion.B2.draw conclusions for the discussed topics based on the collected data and analyzed information.B3.incorporate in writing the words learned in real life scenarios.B4. improve the analytical and critical thinking skills through the identification of possible “meanings"".B5.analyze language functions used and identify useful language expressions.C.Practical and professional skillsAt the end of the module, learners will be expected to:C1.communicate in English orally and in writing on diverse occasions.C2.identify problems in the given topics and provide creative solutions.C3.give oral presentations using power points, flipcharts, pictures, role plays, etc. to discuss what has been read orally.C4.assess the work done using self/peer-assessment.D.Key transferable skillsAt the end of the module, learners will be expected to:D1.enrich vocabulary repertoire through exploring new assigned topics and writing on those topicsD2.develop communicative confidence (as reader and writer)D3.discuss all posed topics, problems, provided solutions and drawn conclusions.D4.develop effective presentation skills that would enhance self-confidence."
FR101,French for Beginners (I),3,"The course introduces the student to the basics of French. These include the alphabet, common everyday expressions, simple sentences, short dialogues and small paragraphs. The four skills of reading, writing, listening and speaking will be equally emphasized. However, as we live in the age of the image, students will have ample exposure to a variety of audio-visual material which boost their command of the language at the beginner’s level.  The communicative approach is to be adopted in face-to-face tutorials and the various methods of enabling students to learn on their own will be prioritized.",,​​,
FR102,French for Beginners (II),3,"The course builds on what the student has learnt in level (1). Toward this end, it introduces the student to more everyday expressions, more widely-used short sentences, some compound and complex sentences, medium-size dialogues, and short passages. While the skills of listening and speaking will be receiving adequate attention, more emphasis is to be placed on the skills of reading and writing.  Face-to-face tutorials will be communicative and students will be empowered to learn on their own.",FR101,​​​,
GR 117,Empowerment of Women,3,"This course focuses on empowering women and activating their role in leading political, economic and social development.",,​​,
GR101,Self-Learning Skills,3,"GR101 focuses on developing self-learning skills. It prepares students for university studying and specifically time management, good study habits, critical and analytic thinking styles.",,​​​,
GR111,Arabic Islamic Civilization,3,Overall views in the history of Arabic-Islamic Civilization. Concepts and Social Issues. The effect of Islamic Civilization on the European Renaissance. Trends of Stagnation in the Islamic Civilization. Modern Arabic Renaissance. Islamic Arts and Architecture.,,​,
GR112,Issues and Problems of Development in the Arab Region,3,"GR112 deals with issues and problems related to the development of the Arab region, specifically human development and its social indicators, Arab culture, education, mass media, health, nutrition, women, environment and natural resources.",,​​,
GR115,Current International Affairs,3,"GR115 examines current international concerns such as the interactions of civilizations, North and South relations, national and international civil societies, human rights and illegal immigration.",,​​,
GR116,Empowerment of Youth,3,"This course aims to empower and prepare the youth to engage in political, social and economic life, raising awareness in these aspects and developing their leadership skills.",,​​​,
GR118,Life skills and Coexistence,3,"This course enables individuals to develop their positive and adaptive behaviors to effectively deal with the requirements and challenges of life. It aims at helping students to acquire skills such as: effective communication, problem solving, stress management and leadership. It also deals with issues such as: human and women rights, democracy, accepting others and tolerance.",,​​​,
GR121,Environment and Health,3,The course focuses on introduction social and natural sciences which study the relationship between human activity and human environment. Looking at various topics using a case-study approach.,,​​,
GR131,History and civilization of the Sultanate of Oman,3,GR131 introduces students to current issues of interest to socio-economic development at the local and regional levels.,,​​,
LB170,Communication Skills for Business and Management,8,"Personal and corporate success in business relies on effective communication. Communication Skills for Business and Management will help you acquire skills to distinguish you from your peers. This key introductory Level 1 course is practical and will empower you to undertake more insightful case-study analysis, write successful essays, and produce powerful reports. From proposals to emails, you’ll work with a wide range of texts from business studies courses and the wider business world, deepening your knowledge and developing your written communication skills - helping you to succeed in both business studies and business generally.",EL 122: Intermediate English,"LB170’s design will be relevant for students from OUBS Openings to Level 2 courses.  Students’ confidence, performance and progression potentials will be enhanced and ultimately academic standards will be positively influenced as well as widening participation, retention and completion rates.   The emphasis in the course is on processes and practices (the ‘skills’) of communication rather than on content in a ‘traditional’ academic sense. As such the course reverses the balance present in other OUBS courses where communication skills are fore grounded but are always at the service of the course content and consequently occupy a less significant position in the learning outcomes.    The model of communication skill development outlined above is a positive rather than a deficit model. It draws on current thinking about literacy development in which a more traditional skills development model which treats communication as an all-purpose set of skills with universal application is overlain, firstly, with a model that places literacy in context and sees literacy practices as situated within particular spheres of activity (in this case, business, broadly, and business studies more specifically). Secondly it draws on a model that highlights the ideological and personal investment that come into play when individuals and organisations engage in communicative acts.​​","A. Knowledge and understandingA1: Can understand and use familiar everyday expressions and Phrases aimed at the satisfaction of needs of a concrete type.The internal and external factors affecting business organisations and their stakeholders.A2: understand sentences and frequently used expressions related to areas of most immediate relevance in one’s major such as the operation and management of the HR function of a business organisation.A3: Can produce clear, detailed text on a wide range of subjects and explain a viewpoint on a topical issue giving the advantages and disadvantages of various options.A4: Can understand a wide range of demanding, longer texts, and recognize implicit meaning. Such as the operation and management of the marketing function of a business organisation.B. Cognitive skillsB1 After studying the course, the student will have developed the language they need to exercise the following thinking and communication skills and have developed a critical perspective on this language in the light of a range of alternative, available language and communication practices:B2: recognize, compare and contrast different ways of analysing business case studies and other material about contemporary business practice.B3: apply their knowledge in the analysis of practical business problems and issues.B4: recognize, compare and contrast different interpretations of and approaches to practical business problems and issues.C. Practical and professional skillsC1: analyse work-related cases and situations to identify problems in the organization and management of a functional area.C2: identify and communicate potential solutions based on knowledge of theory and apply it to their own work situation.C3: related the communication skills needed for academic study to those needed in the workplace.D. Key transferable skills.D1: Read and précis written text materials for key salient points.D2:communicate effectively in writing, showing recognition of audience and purpose.D3: select data, information and ideas from different sources and present in an appropriate fashion to support an argument.D4: identify some of the key strengths and needs of their own communication skills development and identify opportunities to address these in the light of their critique of the language and literacy practices they have encountered."
MKT331,Digital Marketing,4,"The proliferation of the internet across the globe has increased the use of mobile internet devices, tablets, smart phones etc., and improved customer reach, therefore increasing the importance and relevancy of E-marketing for marketing managers.  The internet produced many interesting and innovative methods to offer better customer value. This includes Web sites for marketing communication and customer support; one-to-one communication to many different receiving devices; and consumer behavior insights based on offline and online data combination and inventory optimization through CRM-SCM integration. More recently the development of different social media outlets provided perfect platforms for connecting with today’s consumer: High readership blogs, social networks (such as Facebook and LinkedIn), and online communities (such as YouTube, Twitter and Second Life). Such mediums offer consumers in groups a platform to voice their needs, concerns, and feedback. Intelligent marketers have learned how to take advantage of the great access enabled through social media to improve their products and marketing communication. Today, a balanced and effective marketing strategy must rely greatly upon- online marketing and social media.     Electronic Marketing (E- Marketing) involves the use of electronic means to reach marketing objectives. Since the 1980s, this has included database marketing, Customer Relationship Management, and loyalty programs. In addition, the increased reliance of consumers on the internet for their purchases and for information gathering has transformed the direction towards online marketing and social media strategy.    In this course, students get an introduction to the fundamental principles of online marketing (e marketing and social-media) both with theory and with practical trainings. Students will build upon pre-acquired knowledge from other marketing courses.",B 120: An Introduction to Business Study,"​​This is a compulsory module in the Marketing track. This course provides students with a comprehensive introduction into the field of online marketing. It is designed in a way, which builds on students' pre-existing knowledge in general marketing management to elaborate the concepts of digital marketing. After completing this course students should be able to:Understand the nature and concepts of online marketing and apply online marketing tools, instruments and principles through theory and case studies.Understand the importance of online marketing and social media to a company's' overall marketing plan in contemporary marketing.Understand internet users and identify profitable E-Marketing strategies.Understand the design and evaluation of multimedia applications for marketing strategy.Review current practices in electronic marketing.  Understand the marketing effectiveness of web-based marketing approaches.Learn how to use the internet as a research method and learn and practice how to publish information on the internet.Be able to develop effective strategies for generating traffic, optimizing conversion, achieving customer satisfaction, optimizing profitability, generating social media strategies and continuous innovation within online marketing environment.Understand the E-Marketing context: e-business models, performance metrics, and role of strategic planning.Describe E-marketing strategies of segmenting, targeting, positioning, and differentiation.Know how to use marketing functions of product, pricing, distribution, and marketing communication for a firm's E-Marketing strategy.​​","​A. Knowledge and understandingA1: Evaluate the role and implications of digital methods within marketing.A2: Evaluate examples of contemporary electronic marketing methods such as microsites and banner ads and compare them to conventional approaches.A3: Appreciate the marketing implications of the design and application of multimedia/Web based products and evaluate them from an e- marketing perspective.A4: Evaluate the advantages and limitations of different approaches to Web based marketing including text and information based pages, virtual worlds, interactive graphics and animationA5: Evaluate the impact of web based innovations on marketing and consumer behavior.A6: Consider the impact that modern technology has (Internet, social media, etc.) on marketing innovation.A7: Consider what new ways of thinking are needed in E-marketingB. Cognitive skillsB1: Use critical analysis to evaluate e-marketing tactics within a business perspectiveB2: Provide a theoretical and practical basis for critically assessing the range of e-marketing tools as well as their advantages and disadvantagesB3: Explore the impact of online communities and evaluate their uses in E-marketing.B4: Evaluate the utility of concepts, tools and frameworks to solve ebusiness problems.B5: Evaluate the advantages and limitations of virtual worlds, interactive graphics, animations and social media.B6: Evaluate the impact of digital marketing strategies on consumer decision making.C. Practical and professional skillsC1: Have developed market awareness of E-marketing issuesC2: Analyse e-marketing cases and identify organizational challenges in developing responses relevant to the environment.C3: Apply course concepts to students’ own interactions with organisations and life experiences. C4: Build upon important workplace skills (e.g. cooperative, teamwork, meeting deadlines, report writing) through cooperative learning activitiesC5: Appreciate multicultural influences on the e-marketplace, on ebusiness ethics, and on socially responsible E-marketing.D Key transferable skillsD1: Make Decisions and solve problems in a viable approach engaging with data analysis, interpretation and extrapolation.D2: Work independently, communicate effectively, planning, monitoring, reflecting on and improving their own learning.D3: Find, assess and apply information from a variety of sources, using information technology where necessary Immerse in related information, arguments and ideas.D4: Identify some of the key strengths and needs of their own learning and identify opportunities to address these.​"
MKT332,Service Marketing,4,"The services sector is gaining increased importance as a contributor to GDP and employment growth in both developed and developing countries. Developments in information technology and innovation are leading to the creation of new services and opportunities continuously, to offer better value to clients and at affordable prices. In addition, organizations from all sectors     including technological and industrial are realizing the importance of providing distinguished quality services to gain competitive advantage. Consequently, learning about services marketing has become essential despite the sector of employment one chooses to follow, since services have infiltrated the world around us.  The majority of business activity today relates to services. This has changed the marketing worldview. This module builds on the concepts covered in the basic marketing courses. It addresses the distinctive challenges integral to the marketing of services in a variety of modern business     Settings emphasis on distinctive features of service management and marketing, in addition to the theories, instruments, and strategies required to tackle them. Aspects of relationship marketing and the new service‐dominant logic of marketing will also be covered.",B324,"​​This is a compulsory module in the marketing track. The module is designed to give learners a broad understanding of the key concepts and business practices in service marketing. The module provides an overview of the nature and scope of services marketing and its role in achieving business objectives. The module aims to:Provide learners with a clear understanding of the concepts and business functions of services marketingGive learners an overview of the environmental factors which influence services marketing decisionsIntroduce learners to the need to develop an appropriate services marketing mix and identify and analyze the various components of the services marketing mixFamiliarize learners with the role of marketing to service providers.Appreciate the challenges embedded in marketing and managing services and study the tools and processes to respond to these challenges.Evaluate the key issues required in managing customer satisfaction and service qualityAppreciate the role of employees and customers in service delivery, customer satisfaction and service quality.Understand the critical aspects of service businesses such as managing supply and demand, relationship management, and the overlap in marketing/operations/human resource systems. ​","​A. Knowledge and understandingA1. Differentiate between product and service characteristics, and know how this can be used to establish competitive advantage for a firm.A2. Understand why the application of the marketing mix in a service environment is built up from the interaction between customers and their suppliers.A3. Develop an understanding of the links between the service providers (people), the procedures (processes), and the physical evidence of the service offering.A4. Understand service quality management as the basis for developing customer satisfaction and develop skills in service quality problem diagnosis and service improvement.A5. Understand the importance of customer retention, service recovery, relationship development, and the role of internal marketing.A6. Consider the impact that modern technology has (Internet, social media, etc.) on service(s) marketing innovation.A7. Consider what new ways of marketing thinking are needed in service dominant modern economies.B. Cognitive skillsB1. Use critical analysis to perceive service shortcomings in reference to create service excellence;B2. Provide a theoretical and practical basis for assessing service performance using company examples;B3. Identify and discuss characteristics and challenges of managing service firms in the modern world using cultural implications;B4. Discuss key linkages between marketing and other business functions in the context of designing and operating an effective service system.B5. Explain the unique challenges of services marketing, including the elements of product, price, place, promotion, processes, physical evidence, and people.C. Practical and professional skillsC1: Integrate course concepts into individual performance to become better customer service representatives in the service environment.C2: Analyse work-related cases and situations and identify organizational challenges in developing responses related to the environment.C3: Apply course concepts to students’ own interactions with organisations and life experiences.C4: Build upon important workplace skills (e.g. cooperative, teamwork, meeting deadlines, report writing) through cooperative learning activitiesC5: Discuss the influences of the multicultural marketplace, business ethics, and socially responsible marketing on services marketingC6: Describe how customer relationship marketing (CRM), including retention strategies, creates an environment that achieves excellence in customer service​D. Key transferable skills.D1: Make Decisions and solve problems in a viable approach engaging with data analysis, interpretation and extrapolation.D2: Work independently, communicate effectively, planning, monitoring, reflecting on and improving their own learningD3: Find, assess and apply information from a variety of sources, using information technology where necessary Immerse in related information, arguments and ideas.D4: Identify some of the key strengths and needs of their own learning and identify opportunities to address these"
SL101,Spanish for Beginners (I),3,"The course introduces the student to the basics of Spanish. These include the alphabet, common everyday expressions, simple sentences, short dialogues and small paragraphs. The four skills of reading, writing, listening and speaking will be equally emphasized. However, as we live in the age of the image, students will have ample exposure to a variety of audio-visual material which boost their command of the language at the beginner’s level. The communicative approach is to be adopted in face-to-face tutorials and the various methods of enabling students to learn on their own will be prioritized.",,​​,
SL102,Spanish for Beginners (II),3,"The course builds on what the student has learnt in level (1). Toward this end, it introduces the student to more everyday expressions, more widely-used short sentences, some compound and complex sentences, medium-size dialogues, and short passages. While the skills of listening and speaking will be receiving adequate attention, more emphasis is to be placed on the skills of reading and writing. Face-to-face tutorials will be communicative and students will be empowered to learn on their own.",SL101,​​​,
SYS210,Managing Technologies and Innovation,8,"Technology plays a significant and invaluable role in the different aspects of human societies. It is a key resource of profound importance for a nation’s security and economic development. In addition, it is viewed as an important strategic factor and fundamental element for economic growth and as an instrumental means of controlling nature and resources. It also exerts a powerful influence on standards of living and quality of life. New knowledge, innovations and professional skills are an intrinsic part of new technology. Because technology is continuously changing, with new processes and products being developed or improved regularly, the need to manage technology is also continuous, and one that grows with the expansion of economic activities. Management of technology is a difficult and complex process, but it is an issue that faces all firms today. It involves the handling of technical and social issues in a broad spectrum of functional areas including manufacturing, design, development, information, processing, construction, pollution, violence, and so forth. Management of technology and innovation is concerned with developing and enhancing the capabilities of individuals and the characteristics of institutions to match the potential benefits, to contain the hazards resulting from technological change and also to find new ways to compete and survive. The role of MTI (Managing Technology and Innovation) is to ensure the proper execution of the following functions:     Selection of technology, or rather technological products     Effective negotiation and contracting for their acquisition     To integrate strategy and technology     Adaptation to local conditions (environmental, human, etc.).     Insights into MTI (Managing Technology and Innovation)",B123,"​The aim of this module, after accomplishing both parts of it, is to familiarize students with an integrative approach to the management of technology and innovation.It introduces the concept of MTI and examines internal innovation planning, implementation and evaluation and control. It also introduces building the capabilities necessary for MTI success.At the end of both parts of the module, students are expected to attain the following objectives:Understand the significance of technology, innovation and their managementIdentify the key MTI concerns in strategyUnderstand both product and process innovationRecognize the foundations of internal innovation and its implementationDetermine if the firm has achieved the desired outcomes and design a proper tool for evaluation and controlIdentify elements for planning for acquiring, implementing and evaluating technologyUnderstand the core capabilities for a sustainable competitive advantageDetermine what information the firm actually has and to turn this information into knowledgeThe course will prepare students with practical skills through numerous realistic settings that are in line with the Quality Assurance Agency’s benchmark statement expectations for business studies. It also aims to enhance employability as the curriculum is of benefit to students in the employment market and also relevant to many studying for their own personal development. In so doing, the course provides students with a clear understanding and appreciation of innovation dynamics both within and across firm’s boundaries. By drawing from state of the art innovation literatures as well as the extensive use of in-depth case study materials, the course analyses opportunities and challenges related to creating, sustaining , managing innovation and most of all integrating strategy and technology, with a specific focus on technology-based organizations.​​","​A. Knowledge and understandingA1: Understand how organisations manage the internal process of innovation, including effective search and knowledge acquisition, implementation, learning and re–innovationA2: Appreciate the links between Innovation and competitive advantage, the different kinds of innovations (radical vs. incremental, continuous vs. discontinuous, etc.)A3: Understand innovation as a core business process and how it can be managed.A4: Information gathering, Analyzing the external environment using management modelsA5: Conducting proper evaluation and control in innovationB. Cognitive skillsB1: Develop an awareness of the range, scope, and complexity of the issues and problems related to the strategic management of technology and innovation.B2: Develop an understanding of the “state of the art’ of the strategic management of technology and innovation.B3: Expose students to tools and concepts used by organisations engaged in technology intensive industries.B4: Designing Organizational structure based on the degree of innovation needed B5: Develop appropriate capabilities for a sustainable competitive advantageC. Practical and professional skillsC1: Learn the basic skills necessary to construct a technology strategy for an organisation.C2: Offer some practice in defining and working out strategic management problems related to technological innovation and corporate entrepreneurship.C3: Develop skills in leadership and engagement for a proper implementation of an innovation strategyD. Key transferable skills.D1: Effective communication, both orally and in writing, of information, arguments and ideas, using language and styles appropriate for a business context and audience.D2:Problem-solving and decision-making using appropriate quantitative and qualitative skills including data analysis, interpretation and extrapolation.D3:  Effective performance in a team environment both in face-to-face and/or virtual contexts. D4: self-appraisal and reflective thinking in the areas of creativity, teamwork, leadership, career selection."
SYS280,Principles and Practice of Systems’ Thinking,8,"Traditionally, problems are frequently tackled by employing simple and convenient methods to achieve simple solutions. Such simple and popular approaches are not effective in solving complex, dynamic and diverse problems.  Regardless of the preliminary seemingly simple and easy application, the emphasis seems to be on the elements of the problem, rather than the “bigger picture”. Thus, no attention is given to the interaction between the elements, with the belief that there is one best solution.  As program failures intensify there is a growing need to develop and generate improved outcomes through systems thinking.  Systems’ thinking is a discipline of seeing the “whole”, recognizing patterns and interrelationships, and learning how to innovate a more effective, efficient and creative system/holistic solution(s).     Holistic Systems Thinking considers the interdependent, inter-relational, and contextual aspects of phenomena and applies an integrated, inclusive mindset to problem solving.  Holistic approaches are preoccupied with the assumptions, knowledge, methods, and implications of various disciplines and treats them as an integrated whole, or system. Systems can be ecological, social, institutional, or a combination of all three, and relationships, within and between systems are recognized as complex with cyclical interdependencies, or  feedbacks. Higher-order, or emergent, properties become evident when systems are considered in this integrated fashion.    A holistic systems world-view is grounded in people taking responsibility for their own actions and being receptive to transformational change. Fundamental to this philosophy are personal beliefs that sustainability is a conscious choice by people to aspire to a purposeful and equitable integration of a systems view of life. Holism can be referred to using different terminology including ecological systems thinking, and ‘joined-up’ mindset.    This course will acquaint students with the basic concepts of systems thinking.  The primary emphasis will be the introduction of basic systems thinking fundamentals, i.e. defining a systems perspective about any situation or problem, solving problems with that perspective, drawing appropriate diagrams to illustrate the problem, describing and modeling a problem, and designing and improving upon system solutions.",B207B,"​​SYS280 is a compulsory course in Business Studies/Systems' track.  Systems thinking is an inquiry-based method of learning that uses the technique of perspective-taking, fosters holistic thinking, and engages in belief-testing. Systems theory identifies and analyzes the linkages among various elements in a system. For those new to systems theory, it is important to note that “systems"" is plural. Thus, systems theory does not presume that there is one grand system to be studied. One intellectual thread of systems theory is the field of systems thinking. Systems thinking is a methodology for understanding and managing complex feedback systems such as the ones at work in business and other social systems. Systems thinking uses mapping of interrelationships as a mean to improve decision-maker understanding of how to intervene and improve system performance.Understanding the interworking of a system, or the relationships between the various actors of a system, is useful because it improves understanding of the outcomes of the system. For example, to understand why communities experience traffic congestion in a road system despite extensive road building requires an understanding of the relationships between the actors in the system. Students must understand how governments decide where to build or expand roads and how individuals select driving routes. If a government widens a congested road, it is likely to become congested again even if the destinations of current drivers, employment patterns, location of entertainment and service venues, and other determinants of driving patterns have not changed. The systems thinking approach builds theories for how the system works and uses them to develop insights about the behavior of the system over time, with the goal of improving system performance. The primary tools of systems thinking include system diagramming.After completing this course student will have opportunities to conduct inquire into, and represent their learning about holistic systems. Learning objectives might include:Provide an overview of the history, research and perspectives into systems thinking.Understand and document system thinking objectives.Demonstrate a capacity to appreciate that all actions have consequences within, between and among systems.Establish a basic understanding of systems thinking terminology, theories, processes, methods, language and tools.Understand how tipping points, interdependencies, feedback loops, and emergent properties impact a variety of social, economic and ecological systems.Describe and model solutions that will enable system thinking ex. (mind maps, feedback & causal loops, behavior over time diagrams, etc.)Apply systems analysis to various problems (socio - technical, supply chain, value chain / lean, etc.).Comprehend systemic limits such as carrying capacity and the ways humans can and do impact ecological systems.Develop a set of diagramming techniques. This help in exploring your perceptions and understanding of a situation and in communicating this understanding to others. Specifically, you will:Recognize how diagrams can be used to support thinking about complex situations.Understand how diagrams can be used to develop and represent systems of interest within a complex situation.Know the main types of diagrams which are most frequently used in systems thinking and practice, the purpose they serve and the conventions they use.​​","A. Knowledge and understandingA1:Systemic thinking and the systems concepts and language.A2: The various ways to think about the messes they are analyzing, helping them understand one another, appreciate one another’s viewpoints and reduce conflicts and misapprehensions.A3: How they might function more effectively in a group by improving their working relationships.A4: Different diagrams that are mostly used in systems thinking and practice.B. Cognitive skillsB1: Critically assess the differences between being a manager and a systems practitioner.B2: Better think about their relationships with others and thus better understand the dynamics of these relationships.B3. Develop a mentality to work as systems practitionersB4. Recognize the importance of building explicit and implicit models and drawing diagrams to facilitate the understanding of complex situations.C. Practical and professional skillsC1: Learn how to learn and reflect on their learning journey.C2: Develop techniques and practical skills that can often help to improve relationships and understandings with other people.C3: Develop teamwork and leadership skillsC4: Become a systems thinker and practitioner who is able to link theory to practice focusing on the context.D. Key transferable skills.D1: Better handle complex and messy situations.D2: Develop their learning abilities and reflection skillsD3: Hone their critical and systemic skills and thus be able to have a helicopter view of each situation and thus better understand it and better cope with it.D4: Understand people and some aspects of organizational behaviour."
SYS380,Managing Systems Complexity,8,"Engage students  with an awareness of the issues involved in managing change, moving them beyond ""one-best way"" approaches and providing them with access to multiple perspectives that they can draw upon in order to enhance their success in producing organizational change. These multiple perspectives provide a theme for the text as well as a framework for the way each chapter outlines different options open to managers in helping them to identify, in a reflective way, the actions and choices open to them. Multiple perspectives ensure that change managers are not trapped by a ""one-best way"" of approaching change that limits their options for action. Changing organizations is as messy as it is exhilarating, as frustrating as it is satisfying, as muddling-through and creative a process as it is a rational one. The module provides the student with an exploration into the tensions for those involved in managing organizational change. Rather than pretend that they do not exist it confronts them head on, identifying why they are there, how they can be managed and the limits they create for what the manager of organizational change can achieve.",SYS280,"Develop students with  a multiple perspectives approach to managing changeRecognizes the variety of strategies to facilitate change interventionsReinforce students approach for the need for a tailored and creative approach to fit different contextsIntroduce the student to new and emerging trends, developments, themes, debates, and practices in organizational development and change interventions","A. Knowledge and understandingA1. Modern trends in information systems and systems practiceA2. The key concepts of software development and maintenance, including principles of design, and the representation and meaning of dataA3. Systemic methods of analysis, based on diagramming, modelling and other tools, and how these can be used to improve computing practice and management decision makingA4. The range of situations in which information systems are used, the ways in which people interact with them and the ethical, social and legal problems that information systems can create.B. Cognitive skillsB1. Apply systems thinking to academic literature and to organisations, identifying suitable areas for systemic analysis and appreciating the technical, economic and other factors at workB2. Analyse complex systems, and design and evaluate strategies or software solutions for improving themB3. Describe, compare and contrast a variety of methods and tools, identifying the best choices and applying them to specific problemsB4. Develop and apply suitable analytical and management techniquesB5. Explain the various roles, functions and interactions of Members of a workplace team.C. Practical and professional skillsC1. Design, test and evaluate information systemsC2. Use modern approaches and toolsC3. Identify and handle the ethical, social and legal issues that may arise during the design and use of information systemsC4. Use diagramming and modelling tools to analyse complex Systems.D. Key transferable skills.D1. Work independently, planning, monitoring, reflecting on and improving their own learningD2. Work in a group, communicating effectivelyD3. Find, assess and apply information from a variety of sources, using information technology where necessaryD4. Use numerical and analytical techniques to solve problems."
TU170,Computing Essentials,3,"TU170 introduces students to the essential concepts related to using computers with confidence. This is a fundamental course that familiarizes students with basic concepts of information technology, internet and web. The course also introduces students to practical skills for using computers as well as basic software and hardware applications.",EF003,​​​,
